FID	Sample name	Superpopulation code
0	HG04185_HG04185	SAS
0	HG02262_HG02262	AMR
0	HG03773_HG03773	SAS
0	HG03778_HG03778	SAS
0	HG03780_HG03780	SAS
0	HG02154_HG02154	EAS
0	HG03785_HG03785	SAS
0	HG02166_HG02166	EAS
0	HG03792_HG03792	SAS
0	HG04159_HG04159	SAS
0	HG02173_HG02173	EAS
0	HG03928_HG03928	SAS
0	HG02178_HG02178	EAS
0	HG03800_HG03800	SAS
0	HG02180_HG02180	EAS
0	HG03805_HG03805	SAS
0	HG02185_HG02185	EAS
0	HG03646_HG03646	SAS
0	HG04039_HG04039	SAS
0	HG03653_HG03653	SAS
0	HG02224_HG02224	EUR
0	HG03660_HG03660	SAS
0	HG03672_HG03672	SAS
0	HG04060_HG04060	SAS
0	HG02231_HG02231	EUR
0	HG03684_HG03684	SAS
0	HG03947_HG03947	SAS
0	HG02301_HG02301	AMR
0	HG03689_HG03689	SAS
0	HG03973_HG03973	SAS
0	HG02318_HG02318	AFR
0	HG03691_HG03691	SAS
0	HG03978_HG03978	SAS
0	HG02325_HG02325	AFR
0	HG03696_HG03696	SAS
0	HG03985_HG03985	SAS
0	HG02332_HG02332	AFR
0	HG03634_HG03634	SAS
0	HG04096_HG04096	SAS
0	HG02337_HG02337	AFR
0	NA18606_NA18606	EAS
0	HG02053_HG02053	AFR
0	HG03848_HG03848	SAS
0	NA18613_NA18613	EAS
0	HG02058_HG02058	EAS
0	HG03850_HG03850	SAS
0	NA18618_NA18618	EAS
0	HG02060_HG02060	EAS
0	HG03862_HG03862	SAS
0	NA18620_NA18620	EAS
0	HG02128_HG02128	EAS
0	HG03867_HG03867	SAS
0	NA18625_NA18625	EAS
0	HG02130_HG02130	EAS
0	NA18632_NA18632	EAS
0	NA18637_NA18637	EAS
0	HG02142_HG02142	EAS
0	NA18644_NA18644	EAS
0	HG02072_HG02072	EAS
0	HG04062_HG04062	SAS
0	NA18740_NA18740	EAS
0	NA18745_NA18745	EAS
0	HG02604_HG02604	SAS
0	HG04093_HG04093	SAS
0	NA18757_NA18757	EAS
0	HG02611_HG02611	AFR
0	HG04098_HG04098	SAS
0	HG02623_HG02623	AFR
0	HG04106_HG04106	SAS
0	NA18853_NA18853	AFR
0	HG02628_HG02628	AFR
0	HG04118_HG04118	SAS
0	NA18858_NA18858	AFR
0	HG02635_HG02635	AFR
0	HG02642_HG02642	AFR
0	HG04182_HG04182	SAS
0	NA12778_NA12778	EUR
0	NA12812_NA12812	EUR
0	HG02654_HG02654	SAS
0	HG04194_HG04194	SAS
0	NA12829_NA12829	EUR
0	HG02661_HG02661	SAS
0	HG03925_HG03925	SAS
0	NA12843_NA12843	EUR
0	HG02666_HG02666	AFR
0	HG03937_HG03937	SAS
0	NA12874_NA12874	EUR
0	HG02678_HG02678	AFR
0	HG03944_HG03944	SAS
0	HG03949_HG03949	SAS
0	HG02685_HG02685	SAS
0	HG03999_HG03999	SAS
0	HG04017_HG04017	SAS
0	NA18505_NA18505	AFR
0	HG02697_HG02697	SAS
0	NA18517_NA18517	AFR
0	HG02700_HG02700	SAS
0	HG04029_HG04029	SAS
0	NA18531_NA18531	EAS
0	HG03874_HG03874	SAS
0	NA18536_NA18536	EAS
0	HG02724_HG02724	SAS
0	NA18543_NA18543	EAS
0	HG03886_HG03886	SAS
0	NA18548_NA18548	EAS
0	HG02731_HG02731	SAS
0	HG03898_HG03898	SAS
0	NA18550_NA18550	EAS
0	HG02464_HG02464	AFR
0	HG04144_HG04144	SAS
0	NA18555_NA18555	EAS
0	HG02471_HG02471	AFR
0	NA18562_NA18562	EAS
0	HG02476_HG02476	AFR
0	NA18567_NA18567	EAS
0	HG02490_HG02490	SAS
0	HG04156_HG04156	SAS
0	NA18574_NA18574	EAS
0	NA18579_NA18579	EAS
0	HG02558_HG02558	AFR
0	NA18593_NA18593	EAS
0	HG03913_HG03913	SAS
0	NA12273_NA12273	EUR
0	HG02577_HG02577	AFR
0	HG03920_HG03920	SAS
0	HG03951_HG03951	SAS
0	HG02589_HG02589	AFR
0	HG03963_HG03963	SAS
0	HG03968_HG03968	SAS
0	NA12348_NA12348	EUR
0	HG02351_HG02351	EAS
0	NA12413_NA12413	EUR
0	HG02356_HG02356	EAS
0	NA18526_NA18526	EAS
0	NA12716_NA12716	EUR
0	NA18533_NA18533	EAS
0	NA12761_NA12761	EUR
0	HG02375_HG02375	EAS
0	NA18538_NA18538	EAS
0	NA18865_NA18865	AFR
0	HG02508_HG02508	AFR
0	NA18545_NA18545	EAS
0	HG02522_HG02522	EAS
0	NA18552_NA18552	EAS
0	NA18877_NA18877	AFR
0	HG02541_HG02541	AFR
0	NA18557_NA18557	EAS
0	NA18909_NA18909	AFR
0	HG02546_HG02546	AFR
0	NA18564_NA18564	EAS
0	HG02382_HG02382	EAS
0	NA18571_NA18571	EAS
0	NA18916_NA18916	AFR
0	NA18576_NA18576	EAS
0	NA18923_NA18923	AFR
0	HG02394_HG02394	EAS
0	NA18595_NA18595	EAS
0	HG02399_HG02399	EAS
0	NA18603_NA18603	EAS
0	HG02402_HG02402	EAS
0	NA18608_NA18608	EAS
0	NA18942_NA18942	EAS
0	HG02407_HG02407	EAS
0	NA18610_NA18610	EAS
0	NA18947_NA18947	EAS
0	HG02419_HG02419	AFR
0	NA18615_NA18615	EAS
0	NA18954_NA18954	EAS
0	HG02433_HG02433	AFR
0	NA18622_NA18622	EAS
0	NA18959_NA18959	EAS
0	HG02445_HG02445	AFR
0	NA18627_NA18627	EAS
0	NA18961_NA18961	EAS
0	HG02786_HG02786	SAS
0	NA18966_NA18966	EAS
0	HG02793_HG02793	SAS
0	NA11830_NA11830	EUR
0	NA18973_NA18973	EAS
0	HG02798_HG02798	AFR
0	NA11892_NA11892	EUR
0	NA18978_NA18978	EAS
0	NA18980_NA18980	EAS
0	HG02813_HG02813	AFR
0	NA11931_NA11931	EUR
0	NA18985_NA18985	EAS
0	NA18992_NA18992	EAS
0	HG02820_HG02820	AFR
0	NA12004_NA12004	EUR
0	NA18997_NA18997	EAS
0	HG02837_HG02837	AFR
0	NA12155_NA12155	EUR
0	NA19003_NA19003	EAS
0	HG02851_HG02851	AFR
0	NA12249_NA12249	EUR
0	NA19010_NA19010	EAS
0	HG02983_HG02983	AFR
0	NA12275_NA12275	EUR
0	HG04229_HG04229	SAS
0	HG03006_HG03006	SAS
0	NA12282_NA12282	EUR
0	HG04301_HG04301	EUR
0	HG03018_HG03018	SAS
0	NA12287_NA12287	EUR
0	NA06985_NA06985	EUR
0	HG03025_HG03025	AFR
0	NA12340_NA12340	EUR
0	HG02870_HG02870	AFR
0	NA12383_NA12383	EUR
0	HG02882_HG02882	AFR
0	NA12489_NA12489	EUR
0	HG02887_HG02887	AFR
0	NA12718_NA12718	EUR
0	HG02938_HG02938	AFR
0	NA12749_NA12749	EUR
0	NA11840_NA11840	EUR
0	NA12751_NA12751	EUR
0	NA12045_NA12045	EUR
0	HG02736_HG02736	SAS
0	NA12763_NA12763	EUR
0	NA12775_NA12775	EUR
0	HG02774_HG02774	SAS
0	NA12814_NA12814	EUR
0	HG04303_HG04303	EUR
0	HG03049_HG03049	AFR
0	NA06994_NA06994	EUR
0	NA07000_NA07000	EUR
0	NA10847_NA10847	EUR
0	HG03063_HG03063	AFR
0	NA19027_NA19027	AFR
0	HG03114_HG03114	AFR
0	NA07048_NA07048	EUR
0	NA19041_NA19041	AFR
0	HG03121_HG03121	AFR
0	NA19058_NA19058	EAS
0	HG03126_HG03126	AFR
0	NA19060_NA19060	EAS
0	HG02952_HG02952	AFR
0	NA19065_NA19065	EAS
0	NA12890_NA12890	EUR
0	NA19072_NA19072	EAS
0	NA19077_NA19077	EAS
0	HG02971_HG02971	AFR
0	NA18499_NA18499	AFR
0	NA19084_NA19084	EAS
0	HG02976_HG02976	AFR
0	NA18502_NA18502	AFR
0	NA19089_NA19089	EAS
0	HG03133_HG03133	AFR
0	NA18507_NA18507	AFR
0	NA19091_NA19091	EAS
0	NA18519_NA18519	AFR
0	HG03157_HG03157	AFR
0	NA18634_NA18634	EAS
0	NA19712_NA19712	AFR
0	NA18639_NA18639	EAS
0	NA19717_NA19717	AMR
0	HG03082_HG03082	AFR
0	NA18641_NA18641	EAS
0	HG03099_HG03099	AFR
0	NA18646_NA18646	EAS
0	NA19729_NA19729	AMR
0	HG03234_HG03234	SAS
0	NA18747_NA18747	EAS
0	HG03241_HG03241	AFR
0	NA19750_NA19750	AMR
0	HG03246_HG03246	AFR
0	NA18867_NA18867	AFR
0	NA19755_NA19755	AMR
0	HG03258_HG03258	AFR
0	NA18874_NA18874	AFR
0	NA19762_NA19762	AMR
0	NA18879_NA18879	AFR
0	NA19147_NA19147	AFR
0	HG03265_HG03265	AFR
0	NA18881_NA18881	AFR
0	HG03518_HG03518	AFR
0	NA19159_NA19159	AFR
0	HG03520_HG03520	AFR
0	HG03549_HG03549	AFR
0	HG03556_HG03556	AFR
0	NA18944_NA18944	EAS
0	HG03563_HG03563	AFR
0	NA18949_NA18949	EAS
0	NA19185_NA19185	AFR
0	NA18951_NA18951	EAS
0	NA19197_NA19197	AFR
0	HG03479_HG03479	AFR
0	NA18956_NA18956	EAS
0	NA19200_NA19200	AFR
0	NA18963_NA18963	EAS
0	NA19471_NA19471	AFR
0	NA10851_NA10851	EUR
0	NA19654_NA19654	AMR
0	HG03366_HG03366	AFR
0	HG04202_HG04202	SAS
0	NA19661_NA19661	AMR
0	HG03378_HG03378	AFR
0	HG04214_HG04214	SAS
0	NA19678_NA19678	AMR
0	HG03380_HG03380	AFR
0	HG04219_HG04219	SAS
0	HG03385_HG03385	AFR
0	HG04238_HG04238	SAS
0	HG03169_HG03169	AFR
0	NA19700_NA19700	AFR
0	HG03171_HG03171	AFR
0	NA19375_NA19375	AFR
0	NA19207_NA19207	AFR
0	HG03190_HG03190	AFR
0	NA19214_NA19214	AFR
0	NA19394_NA19394	AFR
0	HG03195_HG03195	AFR
0	NA19399_NA19399	AFR
0	NA19438_NA19438	AFR
0	NA19238_NA19238	AFR
0	NA19440_NA19440	AFR
0	HG03311_HG03311	AFR
0	NA19445_NA19445	AFR
0	HG03342_HG03342	AFR
0	HG03354_HG03354	AFR
0	NA19257_NA19257	AFR
0	NA19457_NA19457	AFR
0	NA19308_NA19308	AFR
0	NA19310_NA19310	AFR
0	HG03291_HG03291	AFR
0	NA19031_NA19031	AFR
0	NA19236_NA19236	AFR
0	NA19036_NA19036	AFR
0	NA19248_NA19248	AFR
0	HG03304_HG03304	AFR
0	NA19043_NA19043	AFR
0	HG03397_HG03397	AFR
0	NA19055_NA19055	EAS
0	NA19318_NA19318	AFR
0	HG03431_HG03431	AFR
0	NA19062_NA19062	EAS
0	NA19320_NA19320	AFR
0	HG03436_HG03436	AFR
0	NA19067_NA19067	EAS
0	NA19332_NA19332	AFR
0	NA19074_NA19074	EAS
0	NA19351_NA19351	AFR
0	HG03455_HG03455	AFR
0	NA19079_NA19079	EAS
0	NA19914_NA19914	AFR
0	HG03462_HG03462	AFR
0	NA19081_NA19081	EAS
0	HG03607_HG03607	SAS
0	NA19086_NA19086	EAS
0	NA19921_NA19921	AFR
0	HG03619_HG03619	SAS
0	NA19093_NA19093	AFR
0	NA19098_NA19098	AFR
0	NA20276_NA20276	AFR
0	NA19315_NA19315	AFR
0	NA19327_NA19327	AFR
0	HG03575_HG03575	AFR
0	NA19096_NA19096	AFR
0	NA19346_NA19346	AFR
0	NA19360_NA19360	AFR
0	HG03594_HG03594	SAS
0	NA19372_NA19372	AFR
0	NA19116_NA19116	AFR
0	NA19377_NA19377	AFR
0	NA19391_NA19391	AFR
0	NA19130_NA19130	AFR
0	HG03690_HG03690	SAS
0	NA19404_NA19404	AFR
0	NA19774_NA19774	AMR
0	HG03695_HG03695	SAS
0	NA19428_NA19428	AFR
0	NA19779_NA19779	AMR
0	HG03640_HG03640	SAS
0	HG03645_HG03645	SAS
0	NA19435_NA19435	AFR
0	NA19786_NA19786	AMR
0	HG03652_HG03652	SAS
0	NA19454_NA19454	AFR
0	NA19461_NA19461	AFR
0	NA19818_NA19818	AFR
0	NA19466_NA19466	AFR
0	HG03722_HG03722	SAS
0	NA19473_NA19473	AFR
0	HG03727_HG03727	SAS
0	NA19625_NA19625	AFR
0	HG03741_HG03741	SAS
0	NA19649_NA19649	AMR
0	NA20505_NA20505	EUR
0	HG03746_HG03746	SAS
0	NA19651_NA19651	AMR
0	NA20512_NA20512	EUR
0	HG03753_HG03753	SAS
0	NA20517_NA20517	EUR
0	HG03703_HG03703	SAS
0	NA19663_NA19663	AMR
0	NA20524_NA20524	EUR
0	HG03708_HG03708	SAS
0	NA19670_NA19670	AMR
0	NA20529_NA20529	EUR
0	NA20531_NA20531	EUR
0	NA18968_NA18968	EAS
0	NA20536_NA20536	EUR
0	HG03760_HG03760	SAS
0	NA18970_NA18970	EAS
0	NA20543_NA20543	EUR
0	HG03765_HG03765	SAS
0	NA18975_NA18975	EAS
0	NA20581_NA20581	EUR
0	HG03772_HG03772	SAS
0	NA18982_NA18982	EAS
0	NA20586_NA20586	EUR
0	HG03777_HG03777	SAS
0	NA18987_NA18987	EAS
0	NA20752_NA20752	EUR
0	HG03809_HG03809	SAS
0	NA18994_NA18994	EAS
0	NA20757_NA20757	EUR
0	NA18999_NA18999	EAS
0	NA20764_NA20764	EUR
0	NA19000_NA19000	EAS
0	NA20769_NA20769	EUR
0	HG03823_HG03823	SAS
0	NA19005_NA19005	EAS
0	NA20771_NA20771	EUR
0	HG03830_HG03830	SAS
0	NA19012_NA19012	EAS
0	NA20783_NA20783	EUR
0	HG03784_HG03784	SAS
0	NA19017_NA19017	AFR
0	NA20790_NA20790	EUR
0	HG03789_HG03789	SAS
0	NA19024_NA19024	AFR
0	NA20795_NA20795	EUR
0	HG03796_HG03796	SAS
0	NA19682_NA19682	AMR
0	NA20803_NA20803	EUR
0	NA20808_NA20808	EUR
0	NA19707_NA19707	AFR
0	NA20810_NA20810	EUR
0	HG03950_HG03950	SAS
0	NA20815_NA20815	EUR
0	HG03955_HG03955	SAS
0	NA19719_NA19719	AMR
0	NA20822_NA20822	EUR
0	HG03967_HG03967	SAS
0	HG03974_HG03974	SAS
0	NA19726_NA19726	AMR
0	NA21142_NA21142	SAS
0	NA19740_NA19740	AMR
0	HG03854_HG03854	SAS
0	NA19113_NA19113	AFR
0	NA20334_NA20334	AFR
0	HG03861_HG03861	SAS
0	NA19118_NA19118	AFR
0	NA20339_NA20339	AFR
0	NA20346_NA20346	AFR
0	HG03931_HG03931	SAS
0	NA19137_NA19137	AFR
0	NA20891_NA20891	SAS
0	HG03943_HG03943	SAS
0	NA19144_NA19144	AFR
0	NA20896_NA20896	SAS
0	HG03897_HG03897	SAS
0	NA19149_NA19149	AFR
0	NA20904_NA20904	SAS
0	HG03900_HG03900	SAS
0	HG03905_HG03905	SAS
0	NA19175_NA19175	AFR
0	NA20911_NA20911	SAS
0	HG03917_HG03917	SAS
0	NA19752_NA19752	AMR
0	NA21109_NA21109	SAS
0	HG04035_HG04035	SAS
0	NA21111_NA21111	SAS
0	HG04042_HG04042	SAS
0	NA19764_NA19764	AMR
0	NA21116_NA21116	SAS
0	HG04047_HG04047	SAS
0	NA19771_NA19771	AMR
0	NA21123_NA21123	SAS
0	HG04054_HG04054	SAS
0	NA19776_NA19776	AMR
0	NA21128_NA21128	SAS
0	HG04059_HG04059	SAS
0	NA19783_NA19783	AMR
0	NA21130_NA21130	SAS
0	HG04061_HG04061	SAS
0	NA19788_NA19788	AMR
0	NA20827_NA20827	EUR
0	HG04080_HG04080	SAS
0	NA20846_NA20846	SAS
0	HG04100_HG04100	SAS
0	NA19795_NA19795	AMR
0	NA20853_NA20853	SAS
0	HG04131_HG04131	SAS
0	NA19834_NA19834	AFR
0	NA20858_NA20858	SAS
0	NA19904_NA19904	AFR
0	NA20872_NA20872	SAS
0	NA19909_NA19909	AFR
0	NA20877_NA20877	SAS
0	NA19916_NA19916	AFR
0	NA20884_NA20884	SAS
0	HG04155_HG04155	SAS
0	NA19923_NA19923	AFR
0	NA20889_NA20889	SAS
0	HG03866_HG03866	SAS
0	NA21089_NA21089	SAS
0	NA20127_NA20127	AFR
0	NA21091_NA21091	SAS
0	HG03885_HG03885	SAS
0	NA20278_NA20278	AFR
0	NA21104_NA21104	SAS
0	HG03986_HG03986	SAS
0	HG03998_HG03998	SAS
0	NA20533_NA20533	EUR
0	HG04023_HG04023	SAS
0	NA20538_NA20538	EUR
0	NA18599_NA18599	EAS
0	NA20540_NA20540	EUR
0	NA18602_NA18602	EAS
0	NA20588_NA20588	EUR
0	NA18614_NA18614	EAS
0	NA20754_NA20754	EUR
0	NA18619_NA18619	EAS
0	NA20759_NA20759	EUR
0	NA18621_NA18621	EAS
0	NA20761_NA20761	EUR
0	NA18626_NA18626	EAS
0	NA20766_NA20766	EUR
0	NA18633_NA18633	EAS
0	NA20773_NA20773	EUR
0	NA18638_NA18638	EAS
0	NA20778_NA20778	EUR
0	NA18640_NA18640	EAS
0	NA20785_NA20785	EUR
0	NA18645_NA18645	EAS
0	NA18791_NA18791	EAS
0	NA20348_NA20348	AFR
0	NA18861_NA18861	AFR
0	NA20502_NA20502	EUR
0	NA12286_NA12286	EUR
0	NA20507_NA20507	EUR
0	NA20514_NA20514	EUR
0	NA20519_NA20519	EUR
0	NA12399_NA12399	EUR
0	NA20521_NA20521	EUR
0	NA12414_NA12414	EUR
0	NA20792_NA20792	EUR
0	NA12546_NA12546	EUR
0	NA20797_NA20797	EUR
0	NA12717_NA12717	EUR
0	NA20800_NA20800	EUR
0	NA12748_NA12748	EUR
0	NA20805_NA20805	EUR
0	NA12750_NA12750	EUR
0	NA20812_NA20812	EUR
0	NA12762_NA12762	EUR
0	NA20829_NA20829	EUR
0	NA20831_NA20831	EUR
0	NA20850_NA20850	SAS
0	NA18520_NA18520	AFR
0	NA21125_NA21125	SAS
0	NA18525_NA18525	EAS
0	NA21137_NA21137	SAS
0	NA18532_NA18532	EAS
0	NA21144_NA21144	SAS
0	NA18537_NA18537	EAS
0	NA18544_NA18544	EAS
0	NA18549_NA18549	EAS
0	NA18563_NA18563	EAS
0	NA18570_NA18570	EAS
0	NA18582_NA18582	EAS
0	NA20317_NA20317	AFR
0	NA12813_NA12813	EUR
0	NA20862_NA20862	SAS
0	NA20867_NA20867	SAS
0	NA20874_NA20874	SAS
0	NA18486_NA18486	AFR
0	NA20881_NA20881	SAS
0	NA18501_NA18501	AFR
0	NA20886_NA20886	SAS
0	NA20901_NA20901	SAS
0	NA11930_NA11930	EUR
0	NA20906_NA20906	SAS
0	NA11992_NA11992	EUR
0	NA21086_NA21086	SAS
0	NA12003_NA12003	EUR
0	NA21093_NA21093	SAS
0	NA12046_NA12046	EUR
0	NA21098_NA21098	SAS
0	NA12058_NA12058	EUR
0	NA21101_NA21101	SAS
0	NA12154_NA12154	EUR
0	NA21106_NA21106	SAS
0	NA21113_NA21113	SAS
0	NA07357_NA07357	EUR
0	NA21118_NA21118	SAS
0	NA21120_NA21120	SAS
0	HG04302_HG04302	EUR
0	NA06986_NA06986	EUR
0	HG04162_HG04162	SAS
0	HG04186_HG04186	SAS
0	HG04198_HG04198	SAS
0	HG04206_HG04206	SAS
0	HG04225_HG04225	SAS
0	NA19023_NA19023	AFR
0	NA19028_NA19028	AFR
0	NA19030_NA19030	AFR
0	NA19035_NA19035	AFR
0	NA19054_NA19054	EAS
0	NA19059_NA19059	EAS
0	NA19066_NA19066	EAS
0	NA19078_NA19078	EAS
0	NA19080_NA19080	EAS
0	NA19085_NA19085	EAS
0	NA19092_NA19092	AFR
0	NA19472_NA19472	AFR
0	NA19648_NA19648	AMR
0	NA19655_NA19655	AMR
0	NA19679_NA19679	AMR
0	NA19681_NA19681	AMR
0	NA19701_NA19701	AFR
0	NA19371_NA19371	AFR
0	NA19376_NA19376	AFR
0	NA19383_NA19383	AFR
0	NA19390_NA19390	AFR
0	NA19403_NA19403	AFR
0	NA19439_NA19439	AFR
0	NA19446_NA19446	AFR
0	NA18948_NA18948	EAS
0	NA18950_NA18950	EAS
0	NA18955_NA18955	EAS
0	NA18962_NA18962	EAS
0	NA18967_NA18967	EAS
0	NA18974_NA18974	EAS
0	NA18979_NA18979	EAS
0	NA18981_NA18981	EAS
0	NA18986_NA18986	EAS
0	NA18993_NA18993	EAS
0	NA18998_NA18998	EAS
0	NA19004_NA19004	EAS
0	NA19009_NA19009	EAS
0	NA19011_NA19011	EAS
0	NA19213_NA19213	AFR
0	NA19225_NA19225	AFR
0	NA19256_NA19256	AFR
0	NA19307_NA19307	AFR
0	NA19314_NA19314	AFR
0	NA19319_NA19319	AFR
0	NA19321_NA19321	AFR
0	NA19338_NA19338	AFR
0	NA19713_NA19713	AFR
0	NA19720_NA19720	AMR
0	NA19725_NA19725	AMR
0	NA19749_NA19749	AMR
0	NA19756_NA19756	AMR
0	NA19143_NA19143	AFR
0	NA19198_NA19198	AFR
0	NA19201_NA19201	AFR
0	NA19206_NA19206	AFR
0	NA18873_NA18873	AFR
0	NA18878_NA18878	AFR
0	NA18912_NA18912	AFR
0	NA18917_NA18917	AFR
0	NA18924_NA18924	AFR
0	NA18943_NA18943	EAS
0	NA19117_NA19117	AFR
0	NA19129_NA19129	AFR
0	NA19131_NA19131	AFR
0	NA20359_NA20359	AFR
0	NA20412_NA20412	AFR
0	NA20506_NA20506	EUR
0	NA20513_NA20513	EUR
0	NA20518_NA20518	EUR
0	NA20520_NA20520	EUR
0	NA20525_NA20525	EUR
0	NA20532_NA20532	EUR
0	NA20537_NA20537	EUR
0	NA20544_NA20544	EUR
0	NA20582_NA20582	EUR
0	NA20587_NA20587	EUR
0	NA20753_NA20753	EUR
0	NA20758_NA20758	EUR
0	NA20760_NA20760	EUR
0	NA20765_NA20765	EUR
0	NA20772_NA20772	EUR
0	NA20796_NA20796	EUR
0	NA20804_NA20804	EUR
0	NA20809_NA20809	EUR
0	NA20811_NA20811	EUR
0	NA20816_NA20816	EUR
0	NA19770_NA19770	AMR
0	NA19782_NA19782	AMR
0	NA19794_NA19794	AMR
0	NA19819_NA19819	AFR
0	NA19908_NA19908	AFR
0	NA19922_NA19922	AFR
0	NA19984_NA19984	AFR
0	NA20126_NA20126	AFR
0	NA20289_NA20289	AFR
0	NA20291_NA20291	AFR
0	NA20296_NA20296	AFR
0	NA20828_NA20828	EUR
0	NA20847_NA20847	SAS
0	NA20854_NA20854	SAS
0	NA20859_NA20859	SAS
0	NA20861_NA20861	SAS
0	NA20866_NA20866	SAS
0	NA20342_NA20342	AFR
0	NA20892_NA20892	SAS
0	NA20897_NA20897	SAS
0	NA20905_NA20905	SAS
0	NA21092_NA21092	SAS
0	NA21097_NA21097	SAS
0	NA21100_NA21100	SAS
0	NA21105_NA21105	SAS
0	NA20873_NA20873	SAS
0	NA20878_NA20878	SAS
0	NA20885_NA20885	SAS
0	NA21143_NA21143	SAS
0	NA21112_NA21112	SAS
0	NA21117_NA21117	SAS
0	NA21124_NA21124	SAS
0	NA21129_NA21129	SAS
